id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7314448560,birmingham,3850,2010,volkswagen,jetta,,,gas,178000,clean,automatic,,,,,,al
7314431586,birmingham,3900,2009,hyundai,elantra,,4 cylinders,gas,162005,clean,automatic,KMHDU46D49U684737,rwd,,sedan,white,al
7314409980,birmingham,6000,2004,subaru,baja,excellent,4 cylinders,gas,64000,clean,automatic,,4wd,,,,al
7314384262,birmingham,15897,2018,chevrolet,malibu,,4 cylinders,gas,65950,clean,other,1G1ZB5ST9JF144448,fwd,,sedan,grey,al
7314355049,birmingham,0,2020,dodge,charger,excellent,8 cylinders,gas,8428,clean,automatic,2C3CDXGJ8LH129343,rwd,,sedan,,al
7314353155,birmingham,3300,1999,chrysler,300m,,6 cylinders,gas,162026,clean,automatic,2C3HE66G5XH565608,fwd,,sedan,,al
7314348351,birmingham,26995,2015,ford,f-350,,,diesel,232000,clean,automatic,,4wd,,,,al
7314347283,birmingham,0,2021,nissan,titan xd,excellent,8 cylinders,gas,2576,clean,automatic,1N6AA1FBXMN506733,4wd,,truck,black,al
7314334186,birmingham,6950,2011,volkswagen,jetta,excellent,5 cylinders,gas,116000,clean,automatic,3VWDZ7AJ9BM348478,fwd,full-size,sedan,silver,al
7314331833,birmingham,29995,2013,chevrolet,silverado 2500hd,,,diesel,173000,clean,automatic,,4wd,,,,al
7314318598,birmingham,22795,2015,mercedes-benz,c-class,,4 cylinders,gas,67870,clean,automatic,55SWF4KB4FU020761,,,sedan,silver,al
7314313456,birmingham,0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,,,,,al
7314312719,birmingham,8995,2005,nissan,altima 3.5 sl,excellent,6 cylinders,gas,53320,clean,automatic,,fwd,mid-size,sedan,brown,al
7314302125,birmingham,1250,1988,ford,bronco ii,fair,6 cylinders,gas,90000,clean,manual,,4wd,,SUV,black,al
7314297193,birmingham,1500,1988,,1988,good,6 cylinders,gas,89000,clean,manual,,4wd,,,,al
7314293077,birmingham,48900,2018,chevrolet,silverado 2500 hd ltz,like new,8 cylinders,diesel,43034,rebuilt,automatic,1GC1KWEYXJF108821,4wd,full-size,truck,black,al
7314278078,birmingham,9988,2014,kia,sorento lx,good,4 cylinders,gas,121259,clean,automatic,,fwd,compact,SUV,red,al
7314277945,birmingham,24888,2019,ford,f150 regular cab xl,excellent,6 cylinders,gas,8176,clean,automatic,,rwd,full-size,pickup,white,al
7314277738,birmingham,28490,2020,nissan,murano,,,gas,6154,clean,automatic,5N1AZ2AJ2LN101363,fwd,,,blue,al
7314277721,birmingham,31968,2020,infiniti,q50,,,gas,27441,clean,automatic,JN1EV7AR9LM251385,,,,white,al
7314277700,birmingham,21334,2021,toyota,corolla,,,gas,7277,clean,automatic,5YFS4MCE4MP059799,fwd,,,white,al
7314276424,birmingham,16888,2008,toyota,fj cruiser 4x4,good,6 cylinders,gas,188096,clean,automatic,,4wd,mid-size,SUV,yellow,al
7314276144,birmingham,19888,2015,mercedes-benz,benz ml 450,excellent,6 cylinders,gas,111261,clean,automatic,,4wd,full-size,SUV,silver,al
7314275948,birmingham,31888,2015,gmc,1500 yukon slt,good,8 cylinders,gas,109947,clean,automatic,,rwd,full-size,SUV,white,al
7314275443,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7314275143,birmingham,10997,2010,ford,explorer sport trac,,,gas,137906,clean,automatic,1FMEU5BE7AUA21787,4wd,,,,al
7314264250,birmingham,29800,2019,chevrolet,silverado 1500,,8 cylinders,gas,39000,clean,automatic,,4wd,,,red,al
7314241133,birmingham,1350,1999,,plymouth voyager,fair,6 cylinders,gas,200000,clean,automatic,,,,,,al
7314222909,birmingham,50990,2017,mercedes-benz,s-class,,8 cylinders,gas,68643,clean,automatic,WDDUG8FB5HA318535,,,sedan,black,al
7314194164,birmingham,9500,1968,pontiac,firebird,,,gas,175000,clean,automatic,,,,convertible,red,al
7314166127,birmingham,1300,1969,mercedes-benz,benz,,,gas,12774,clean,automatic,,,,,,al
7314165149,birmingham,22500,1929,ford,,,,gas,9999999,clean,automatic,,,,,,al
7314139034,birmingham,3999,2003,infiniti,g35 sedan,,6 cylinders,gas,233830,clean,automatic,JNKCV51E23M327551,rwd,,sedan,,al
7314137416,birmingham,5900,2011,ford,fiesta se,,,gas,109000,clean,automatic,,,,,,al
7314082833,birmingham,2800,2002,pontiac,grand am gt 1,good,6 cylinders,gas,128783,rebuilt,manual,,fwd,compact,,red,al
7314048587,birmingham,28995,2017,chevrolet,silverado 2500hd,,,gas,102000,clean,automatic,,rwd,,,,al
7314047007,birmingham,34950,2016,nissan,titan xd cummins platinum,,,diesel,158159,clean,automatic,,4wd,,pickup,,al
7314044610,birmingham,99950,2021,chevrolet,corvette stingray spor,,,gas,510,clean,automatic,,rwd,,coupe,orange,al
7314042284,birmingham,29950,1998,pontiac,firebird trans am ws6,,,gas,16429,clean,automatic,,rwd,,hatchback,black,al
7314039798,birmingham,39995,1999,dodge,viper rt 10 removable top,,,gas,15897,clean,manual,,rwd,,convertible,silver,al
7314022305,birmingham,2550,2004,cadillac,srx,,6 cylinders,gas,224105,clean,automatic,1GYEE637740189703,rwd,,SUV,white,al
7314015968,birmingham,8800,2007,gmc,denali,good,8 cylinders,gas,269000,clean,automatic,,4wd,,,,al
7314014511,birmingham,1,2012,ford,f250 super duty,,,gas,150000,clean,automatic,,4wd,,,,al
7313995856,birmingham,7500,1969,,oldsmobile cutlass,,,gas,80000,clean,automatic,,,,convertible,blue,al
7313975544,birmingham,16990,2019,toyota,corolla,,4 cylinders,gas,44752,clean,automatic,5YFBURHE3KP889144,fwd,,sedan,,al
7313975461,birmingham,12499,2012,toyota,camry,,4 cylinders,gas,64950,clean,automatic,4T1BF1FK4CU545293,fwd,,sedan,red,al
7313975305,birmingham,13999,2018,kia,soul,,4 cylinders,gas,46848,clean,automatic,KNDJP3A54J7511716,fwd,,wagon,white,al
7313975157,birmingham,28249,2016,toyota,tundra double cab,,8 cylinders,gas,78000,clean,automatic,5TFRW5F17GX212284,,,pickup,,al
7313975008,birmingham,7999,2007,toyota,camry,,6 cylinders,gas,67650,clean,automatic,JTNBK46K173023939,fwd,,sedan,custom,al
7313974428,birmingham,8799,2006,acura,tsx,,4 cylinders,gas,89375,clean,automatic,JH4CL96966C008897,fwd,,sedan,white,al
7313974227,birmingham,19990,2017,nissan,pathfinder,,6 cylinders,gas,53950,clean,automatic,5N1DR2MN7HC663841,,,SUV,white,al
7313946710,birmingham,2975,2006,,Suzuki XL-7,,6 cylinders,gas,217353,clean,automatic,JS3TY92V164101599,rwd,,SUV,white,al
7313935156,birmingham,18800,2000,,INTERNATIONAL 4700 DUMP,,8 cylinders,diesel,193348,clean,automatic,,rwd,,,white,al
7313922048,birmingham,19900,2011,ford,f250 service,,8 cylinders,gas,142268,clean,automatic,,4wd,,,white,al
7313898024,birmingham,9990,2015,toyota,corolla le,excellent,4 cylinders,gas,125224,clean,automatic,,fwd,,sedan,,al
7313897256,birmingham,29950,2014,gmc,sierra 1500,excellent,8 cylinders,gas,139029,clean,automatic,,4wd,full-size,truck,black,al
7313896887,birmingham,9990,2009,lexus,rx350,excellent,6 cylinders,gas,163230,clean,automatic,,fwd,,SUV,,al
7313896890,birmingham,0,2017,gmc,sierra 1500,,8 cylinders,gas,60015,clean,other,3GTU2NEC5HG504207,4wd,,truck,white,al
7313896811,birmingham,45950,2014,gmc,sierra 2500hd denali,excellent,8 cylinders,diesel,154289,clean,automatic,,4wd,full-size,truck,black,al
7313896765,birmingham,17897,2015,lincoln,mkz,,6 cylinders,gas,91067,clean,other,3LN6L2GK0FR610652,fwd,,sedan,white,al
7313889508,birmingham,11500,2008,ford,f-250 super duty xl,good,8 cylinders,diesel,283356,clean,automatic,1FTSX20R48EC34753,rwd,full-size,pickup,white,al
7313884888,birmingham,7990,2011,bmw,328i,excellent,6 cylinders,gas,123000,clean,automatic,,rwd,,sedan,,al
7313876057,birmingham,9990,2009,bmw,x5,excellent,6 cylinders,gas,93659,clean,automatic,,4wd,,SUV,,al
7313867413,birmingham,11990,2011,honda,crv ex-l,excellent,4 cylinders,gas,109000,clean,automatic,,fwd,,SUV,,al
7313863986,birmingham,0,2014,buick,enclave,,6 cylinders,gas,143136,clean,automatic,5GAKRCKDXEJ342333,fwd,,SUV,white,al
7313860113,birmingham,15990,2015,chevrolet,camaro,,6 cylinders,gas,53000,clean,automatic,2G1FB1E38F9300602,rwd,,other,black,al
7313858171,birmingham,0,2018,honda,cr v,excellent,4 cylinders,gas,22761,clean,automatic,2HKRW5H37JH416164,fwd,,SUV,red,al
7313856690,birmingham,14700,2015,honda,cr-v ex-l,excellent,4 cylinders,gas,70672,salvage,automatic,2HKRM4H77FH677160,4wd,compact,SUV,brown,al
7313833229,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7313827980,birmingham,11295,2014,chevrolet,sonic,,4 cylinders,gas,49019,clean,automatic,1G1JE6SB9E4237313,fwd,,hatchback,red,al
7313808455,birmingham,4350,2015,,smart fortwo,good,3 cylinders,gas,69974,clean,automatic,,,compact,coupe,white,al
7313806066,birmingham,2450,2000,infiniti,qx4,good,6 cylinders,gas,246653,clean,automatic,,4wd,full-size,SUV,silver,al
7313801999,birmingham,12950,2013,lexus,ct200h hybrid,good,4 cylinders,gas,77000,clean,automatic,,fwd,,,black,al
7313798038,birmingham,30488,2020,infiniti,q50,,,gas,29366,clean,automatic,JN1EV7AP7LM200689,rwd,,,black,al
7313798048,birmingham,17989,2018,toyota,camry,,,gas,120943,clean,automatic,4T1B11HK3JU537162,fwd,,,silver,al
7313798006,birmingham,22602,2021,toyota,corolla,,,gas,10883,clean,automatic,5YFP4MCE0MP062012,fwd,,,red,al
7313794897,birmingham,12977,2011,lexus,rx,,,gas,140994,clean,automatic,2T2BK1BA6BC090077,,,,,al
7313781903,birmingham,12995,2008,ford,f150 xl,,,gas,93146,clean,automatic,1FTRF12V98KD94523,,,,green,al
7313781430,birmingham,36995,2012,ford,f250 super duty 4x4,,,gas,41364,clean,automatic,1FD7X2B65CEC58024,4wd,,,silver,al
7313781284,birmingham,31995,2017,ford,f350 super duty,,,gas,129638,clean,automatic,1FD8W3G69HEB28454,,,,white,al
7313781180,birmingham,25995,2015,gmc,sierra 2500hd,,,gas,126690,clean,automatic,1GT21XEG0FZ537816,,,,red,al
7313780314,birmingham,29990,2019,mazda,mx-5 miata grand touring,good,,gas,5247,clean,other,JM1NDAD77K0311175,rwd,,other,,al
7313780913,birmingham,34995,2015,ford,f250 super duty 4x4,,,gas,84526,clean,automatic,1FD7X2B60FEB07855,4wd,,,white,al
7313780759,birmingham,31995,2012,ford,f350 super duty,,,gas,24692,clean,automatic,1FDRF3G64CED01178,,,,white,al
7313780652,birmingham,34995,2017,ford,f250 sd xlt,,,gas,138052,clean,automatic,1FT7W2B61HEE45601,4wd,,,white,al
7313780216,birmingham,16590,2016,jeep,renegade sport suv 4d,good,,gas,35835,clean,other,ZACCJBAW9GPC62449,4wd,,other,red,al
7313780453,birmingham,16995,2008,chevrolet,express 3500,,,gas,158114,clean,automatic,1GBJG31K281131930,,,,white,al
7313780256,birmingham,25590,2017,jeep,grand cherokee laredo sport,good,6 cylinders,other,31315,clean,other,1C4RJFAG6HC633079,4wd,,SUV,silver,al
7313779980,birmingham,12995,2016,chrysler,200,,,gas,72754,clean,automatic,1C3CCCBBXGN146315,,,,black,al
7313779658,birmingham,27995,2017,nissan,nv2500 hd cargo,,,gas,48769,clean,automatic,1N6BF0KY6HN800985,,,,white,al
7313779504,birmingham,24995,2012,ford,f250 xl super duty,,,gas,52377,clean,automatic,1FDBF2A68CEC73003,,,,grey,al
7313779358,birmingham,28995,2012,ford,econoline commercial,,,gas,93923,clean,automatic,1FC3E3KL4CDB34837,,,,white,al
7313779198,birmingham,27995,2012,ford,f350 super duty,,,gas,45822,clean,automatic,1FDRF3G65CEC39189,,,,white,al
7313779015,birmingham,13995,2015,nissan,nv200,,,gas,86580,clean,automatic,3N6CM0KN6FK712103,,,,white,al
7313778862,birmingham,32995,2012,ford,f250 super duty,,,gas,37473,clean,automatic,1FDBF2B63CEC57788,4wd,,,white,al
7313778751,birmingham,4995,2005,ford,freestar ses,,,gas,121724,clean,automatic,2FMZA57605BA66741,,,,silver,al
7313778627,birmingham,27995,2012,ford,f250 super duty,,,gas,26896,clean,automatic,1FDBF2A65CEC50925,,,,white,al
7313778464,birmingham,24995,2012,ford,f-250 super duty,,,gas,40023,clean,automatic,1FDBF2A62CEC73000,,,,green,al
7313778339,birmingham,36995,2013,chevrolet,silverado 3500hd,,,gas,58056,clean,automatic,1GB4CZCG7DF109634,,,,white,al
7313778192,birmingham,36995,2017,chevrolet,silverado 2500hd,,,gas,43553,clean,automatic,1GC1KUEG9HF237025,4wd,,,white,al
7313775964,birmingham,39590,2017,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,10496,clean,other,1G1FE1R71H0109878,rwd,,coupe,white,al
7313775792,birmingham,26990,2016,ford,f150 regular cab xl pickup,good,6 cylinders,gas,14230,clean,other,1FTMF1CP3GKD62143,,,pickup,black,al
7313775714,birmingham,36990,2015,chevrolet,tahoe lt sport utility,good,8 cylinders,other,51677,clean,other,1GNSCBKC8FR712092,,,other,black,al
7313736542,birmingham,5500,2001,ford,e350 van,fair,,diesel,340000,clean,automatic,,fwd,,van,white,al
7313728831,birmingham,1500,2011,ford,crown victoria,,,gas,123000,clean,automatic,,,,,,al
7313727515,birmingham,25500,2015,jaguar,xj,,6 cylinders,,71114,clean,automatic,SAJWA1CZ7F8V80673,rwd,,sedan,black,al
7313703595,birmingham,3500,1995,honda,civic del sol si,good,4 cylinders,gas,215000,clean,manual,,fwd,compact,convertible,red,al
7313687738,birmingham,9900,2013,gmc,terrain,,6 cylinders,gas,148285,clean,automatic,,fwd,,,black,al
7313682999,birmingham,20900,2017,ford,f150,,8 cylinders,gas,147124,clean,automatic,,4wd,,,white,al
7313674968,birmingham,29900,2016,jeep,wrangler,,6 cylinders,gas,131091,clean,automatic,,4wd,,,white,al
7313672942,birmingham,7200,2007,toyota,highlander,excellent,4 cylinders,gas,155490,clean,automatic,,fwd,,SUV,silver,al
7313663160,birmingham,45300,2018,ram,3500 big horn,excellent,6 cylinders,diesel,34125,rebuilt,automatic,3C63R3LL4JG236634,4wd,full-size,truck,black,al
7313651763,birmingham,0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,,,,,al
7313642622,birmingham,3500,2006,ford,f-150,,,gas,246000,clean,automatic,,,,,,al
7313640705,birmingham,0,2012,chevrolet,silverado 2500hd,,8 cylinders,,0,clean,automatic,1GC1CVCG6CF139696,rwd,,,white,al
7313599275,birmingham,17500,2001,ram,3500,good,6 cylinders,diesel,178000,clean,manual,,4wd,full-size,truck,white,al
7313594854,birmingham,5500,2010,hyundai,accent,good,4 cylinders,gas,114988,clean,automatic,KMHCM3AC4AU157340,fwd,mid-size,hatchback,blue,al
7313589313,birmingham,18950,2009,jeep,wrangler,excellent,,gas,,clean,automatic,,4wd,,,,al
7313588835,birmingham,6900,2008,ford,escape hev,good,4 cylinders,hybrid,103550,clean,automatic,1FMCU49HX8KD14817,fwd,mid-size,SUV,white,al
7313588556,birmingham,10900,2010,honda,accord crosstour exl,good,6 cylinders,gas,97804,clean,automatic,5J6TF1H59AL003751,fwd,full-size,wagon,grey,al
7313588273,birmingham,8900,2014,fiat,500l lounge,good,4 cylinders,gas,84778,clean,automatic,ZFBCFACH0EZ002677,fwd,mid-size,hatchback,red,al
7313587085,birmingham,0,2008,mercedes-benz,e-class,,6 cylinders,gas,132517,clean,automatic,WDBUF87X58B315151,,,sedan,white,al
7313561433,birmingham,0,2017,nissan,sentra,excellent,,gas,,clean,automatic,,,,sedan,white,al
7313525257,birmingham,8900,2003,ford,f250 lariat,good,8 cylinders,diesel,247000,clean,automatic,,rwd,,truck,red,al
7313522212,birmingham,2675,1996,toyota,camry,,4 cylinders,gas,164719,clean,automatic,4T1BG12K4TU920697,fwd,,sedan,green,al
7313512633,birmingham,29995,2016,ford,f-250,,,diesel,235000,clean,automatic,,4wd,,,,al
7313510136,birmingham,22995,2012,ford,f-350,,,diesel,210000,clean,automatic,,4wd,,,,al
7313504676,birmingham,21800,2018,ford,f150,,8 cylinders,gas,143603,clean,automatic,,4wd,,,silver,al
7313504333,birmingham,8980,2010,dodge,charger,,,gas,207000,clean,automatic,,,,,grey,al
7313503957,birmingham,27900,2018,ford,f250,,8 cylinders,gas,159911,clean,automatic,,4wd,,,white,al
7313502152,birmingham,7980,2012,volvo,s60,,,gas,110000,clean,automatic,,,,,,al
7313501638,birmingham,22900,2016,ford,transit t250,,6 cylinders,gas,95900,clean,automatic,,rwd,,,white,al
7313500101,birmingham,10980,2007,gmc,1500 yukon denali xl,,,gas,181000,clean,automatic,,,,,,al
7313499039,birmingham,31500,2019,ford,f150,,6 cylinders,gas,106054,clean,automatic,,4wd,,,white,al
7313496844,birmingham,8480,2012,chrysler,300,,,gas,187000,clean,automatic,,,,,,al
7313494428,birmingham,9980,2008,infiniti,fx35,,,gas,171000,clean,automatic,,,,,,al
7313489428,birmingham,7980,2015,kia,forte ex,,,gas,121000,clean,automatic,,,,,,al
7313484951,birmingham,10980,2012,ford,mustang,,,gas,159000,clean,automatic,,,,,,al
7313478091,birmingham,27990,2014,ram,2500 4x4,like new,6 cylinders,diesel,2222222,clean,automatic,,4wd,full-size,truck,white,al
7313475243,birmingham,0,2006,ford,f550,,,diesel,0,clean,other,,,,other,white,al
7313467803,birmingham,8500,2004,bmw,z4,excellent,4 cylinders,gas,116014,clean,automatic,4USBT33534LS51621,rwd,sub-compact,other,white,al
7313464524,birmingham,0,2017,dodge,challenger rt plus,like new,8 cylinders,gas,39000,clean,automatic,,rwd,mid-size,coupe,green,al
7313451606,birmingham,36990,2016,gmc,sierra 2500 hd double cab,good,8 cylinders,gas,23190,clean,other,1GT22REG1GZ401351,4wd,,pickup,black,al
7313451582,birmingham,24590,2013,gmc,sierra 1500 extended cab slt,good,8 cylinders,other,80318,clean,other,1GTR1WE07DZ143724,,,pickup,,al
7313444620,birmingham,3650,2008,kia,rio,,4 cylinders,gas,115124,clean,automatic,KNADE123786319837,fwd,,sedan,silver,al
7313427277,birmingham,36995,2017,chevrolet,silverado 2500hd,,,gas,43553,clean,automatic,1GC1KUEG9HF237025,4wd,,,white,al
7313419020,birmingham,19888,2015,mercedes-benz,benz ml 450,excellent,6 cylinders,gas,111261,clean,automatic,,4wd,full-size,SUV,silver,al
7313418727,birmingham,31888,2015,gmc,1500 yukon slt,good,8 cylinders,gas,109947,clean,automatic,,rwd,full-size,SUV,white,al
7313375333,birmingham,25990,2019,ram,1500 classic regular cab,good,8 cylinders,gas,12302,clean,other,3C6JR6DT3KG560649,,,pickup,white,al
7313376590,birmingham,23888,2014,ram,1500 express,like new,8 cylinders,diesel,110789,clean,automatic,,rwd,full-size,pickup,silver,al
7313375192,birmingham,25590,2015,gmc,sierra 1500 regular cab,good,6 cylinders,other,35290,clean,other,1GTN1TEH9FZ243281,,,pickup,white,al
7313361936,birmingham,2600,2000,buick,lesabre,,6 cylinders,gas,212061,clean,automatic,1G4HR54K6YU316195,fwd,,sedan,blue,al
7313346134,birmingham,3500,2008,acura,tl,good,6 cylinders,gas,242000,clean,automatic,,fwd,mid-size,sedan,grey,al
7313343182,birmingham,27990,2020,ford,ranger supercab xl pickup,good,,gas,10688,clean,other,1FTER1EH1LLA36301,,,pickup,white,al
7313325014,birmingham,32995,,,r XF,,4 cylinders,gas,22105,clean,automatic,SAJBD4FX6JCY57725,rwd,,sedan,white,al
7313295607,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7313285659,birmingham,16888,2008,toyota,fj cruiser 4x4,good,6 cylinders,gas,188096,clean,automatic,,4wd,mid-size,SUV,yellow,al
7313283007,birmingham,15874,2016,mazda,cx-5,,,gas,150694,clean,automatic,JM3KE2DY1G0814875,fwd,,,brown,al
7313282988,birmingham,40499,2020,toyota,tacoma,,,gas,9674,clean,automatic,3TMCZ5AN5LM357685,4wd,,,white,al
7313282991,birmingham,12558,2016,hyundai,elantra,,,gas,76381,clean,automatic,5NPDH4AE8GH737715,fwd,,,white,al
7313280464,birmingham,11977,2014,buick,verano,,,gas,54693,clean,automatic,1G4PR5SK8E4102383,fwd,,,silver,al
7313272909,birmingham,27900,2014,chevrolet,silverado 3500hd,good,8 cylinders,diesel,170525,clean,automatic,1GB4KZC82EF172959,4wd,full-size,truck,white,al
7313267024,birmingham,31590,2019,cadillac,xt4 sport suv 4d,good,,other,12102,clean,other,1GYFZER40KF121673,fwd,,hatchback,black,al
7313260486,birmingham,4950,2002,acura,rl,excellent,6 cylinders,gas,201000,clean,automatic,,,,sedan,,al
7313260158,birmingham,4650,2002,chevrolet,trailblazer,excellent,6 cylinders,gas,139000,clean,automatic,,,,SUV,,al
7313259831,birmingham,3950,2003,honda,civic ex,excellent,4 cylinders,gas,236890,clean,automatic,,,,,,al
7313253350,birmingham,7500,2012,chevrolet,silverado,excellent,6 cylinders,gas,212000,clean,automatic,,rwd,full-size,truck,white,al
7313252981,birmingham,6000,2002,,2002 limited 4 runner,good,6 cylinders,gas,24222,clean,automatic,,rwd,,,green,al
7313224965,birmingham,21990,2015,mercedes-benz,glk,,4 cylinders,diesel,90508,clean,automatic,WDCGG0EB5FG411408,,,SUV,white,al
7313219085,birmingham,9500,2013,hyundai,sonata,excellent,4 cylinders,gas,125000,clean,automatic,,fwd,mid-size,sedan,red,al
7313210683,birmingham,16900,2015,kia,optima,good,4 cylinders,gas,82999,clean,automatic,5XXGR4A65FG391393,fwd,,sedan,white,al
7313210657,birmingham,19900,2011,cadillac,escalade,good,8 cylinders,gas,133257,clean,automatic,1GYS3DEF8BR175139,rwd,full-size,SUV,white,al
7313210643,birmingham,19900,2019,hyundai,sonata,good,4 cylinders,gas,21872,clean,automatic,5NPE34AF0KH789800,fwd,,sedan,white,al
7313210587,birmingham,18900,2019,nissan,altima,good,4 cylinders,gas,47421,clean,automatic,1N4BL4EV0KC188117,fwd,,sedan,grey,al
7313175430,birmingham,22000,2013,rover,lr4 hse,good,8 cylinders,gas,119550,clean,automatic,SALAG2D47DA653099,4wd,,SUV,white,al
7313167064,birmingham,1500,2004,chevrolet,colorado,fair,4 cylinders,gas,150000,missing,automatic,,rwd,,truck,black,al
7313161057,birmingham,23500,2008,lexus,sc430,excellent,8 cylinders,gas,73500,clean,automatic,,rwd,,convertible,red,al
7313156852,birmingham,23900,2006,,LBZ Duramax,,,diesel,195000,clean,automatic,,4wd,full-size,truck,red,al
7313145810,birmingham,3250,1997,lincoln,town car,good,8 cylinders,gas,142000,clean,other,,rwd,,sedan,,al
7313137419,birmingham,3450,1997,honda,accord sedan,,4 cylinders,gas,172295,clean,automatic,1HGCD5602VA199948,fwd,,sedan,black,al
7313080745,birmingham,0,2008,chevrolet,impala,,6 cylinders,gas,157476,clean,automatic,2G1WT55NX81257887,fwd,,sedan,grey,al
7313079270,birmingham,5000,2005,honda,element ex,good,4 cylinders,gas,182000,clean,automatic,,fwd,,SUV,red,al
7313029336,birmingham,34900,2020,nissan,pathfinder,excellent,6 cylinders,gas,15400,clean,automatic,5N1DR2DN2LC622798,rwd,full-size,SUV,white,al
7313012435,birmingham,0,2010,chevrolet,cobalt,,4 cylinders,gas,162455,clean,automatic,1G1AF5F59A7187839,fwd,,sedan,,al
7312985712,birmingham,36995,2013,chevrolet,silverado 3500hd,,,gas,58056,clean,automatic,1GB4CZCG7DF109634,,,,white,al
7312938924,birmingham,34590,2016,chevrolet,silverado 1500 double,good,6 cylinders,gas,29499,clean,other,1GCVKREH6GZ228691,4wd,,pickup,silver,al
7312932052,birmingham,3650,1999,jeep,grand cherokee,,6 cylinders,gas,151379,clean,automatic,1J4G258SXXC735664,rwd,,SUV,blue,al
7312912319,birmingham,6900,2001,jeep,cherokee sport,excellent,6 cylinders,gas,144445,clean,automatic,1J4FT48S71L607084,rwd,full-size,SUV,white,al
7312908147,birmingham,18000,2016,mazda,cx-5,excellent,4 cylinders,gas,33000,clean,automatic,,,,,,al
7312892348,birmingham,27990,2017,chevrolet,colorado extended cab,good,,gas,22120,clean,other,1GCHSCEA7H1203280,,,pickup,,al
7312879695,birmingham,26990,2008,ram,2500 mega cab 4x4,like new,6 cylinders,diesel,172000,clean,automatic,,4wd,full-size,truck,red,al
7312878239,birmingham,0,2014,ram,2500 slt 4x4,like new,6 cylinders,diesel,1111111,clean,automatic,,4wd,full-size,truck,white,al
7312876423,birmingham,17990,2018,ford,edge sel,like new,6 cylinders,gas,1111111,clean,automatic,,fwd,mid-size,SUV,blue,al
7312874716,birmingham,11990,2011,audi,a3 tdi premium plus,like new,4 cylinders,diesel,70000,clean,automatic,,fwd,mid-size,sedan,black,al
7312873290,birmingham,0,2018,chevrolet,silverado 3500 ltz 4x4,like new,8 cylinders,diesel,1111111,clean,automatic,,4wd,full-size,truck,black,al
7312872103,birmingham,0,2017,ford,f150 lariat fx4 4x4,like new,8 cylinders,gas,88000,clean,automatic,,4wd,full-size,truck,custom,al
7312861500,birmingham,0,2007,chevrolet,silverado 2500 hd 4x4,like new,8 cylinders,diesel,128000,clean,automatic,,4wd,full-size,truck,silver,al
7312857247,birmingham,0,2012,ram,3500 slt,like new,6 cylinders,diesel,1111111,clean,automatic,,rwd,full-size,truck,white,al
7312851442,birmingham,32990,2019,chevrolet,silverado 1500 ld,good,,other,6897,clean,other,2GCVKNEC8K1187169,,,pickup,black,al
7312851497,birmingham,0,2014,ford,f150 4x4 xlt,like new,8 cylinders,gas,80000,clean,automatic,,4wd,full-size,truck,blue,al
7312844294,birmingham,3299,2003,chevrolet,cavalier,,4 cylinders,gas,176354,clean,automatic,1G1JC12F837128347,fwd,,coupe,,al
7312843757,birmingham,0,2014,ram,1500laramie 4x4,like new,8 cylinders,gas,1111111,clean,automatic,,4wd,full-size,truck,red,al
7312842481,birmingham,6500,2010,honda,accord coupe,like new,4 cylinders,gas,170000,clean,automatic,,fwd,,coupe,,al
7312837698,birmingham,0,2019,gmc,yukon xl,excellent,8 cylinders,gas,42411,clean,automatic,1GKS2GKC5KR284750,4wd,,SUV,red,al
7312815416,birmingham,12500,2002,,2002   Corvette Convertible,good,8 cylinders,gas,87000,clean,automatic,,rwd,,convertible,blue,al
7312807755,birmingham,16888,2008,toyota,fj cruiser 4x4,good,6 cylinders,gas,188096,clean,automatic,,4wd,mid-size,SUV,yellow,al
7312805374,birmingham,31990,2013,toyota,tundra double cab pickup,good,8 cylinders,gas,55068,clean,other,5TFUY5F19DX303623,4wd,,pickup,,al
7312806049,birmingham,25495,2017,mercedes-benz,c-class,,4 cylinders,gas,42056,clean,automatic,55SWF4KB8HU214437,,,sedan,black,al
7312804562,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7312791381,birmingham,0,2016,chevrolet,silverado z71 4x4,like new,8 cylinders,gas,128000,clean,automatic,,rwd,full-size,truck,white,al
7312786220,birmingham,0,2012,chevrolet,silverado z71 4x4 lt,like new,8 cylinders,gas,150000,clean,automatic,,4wd,full-size,truck,black,al
7312779535,birmingham,0,2018,toyota,4runner sr5premium 4x4,like new,6 cylinders,gas,44000,clean,automatic,,4wd,mid-size,SUV,white,al
7312775073,birmingham,34990,2017,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,31728,clean,other,1GTV2MECXHZ377968,4wd,,pickup,white,al
